question_set_edition	tournament	room	round	packet	bonus	answer1	answer2	answer3	category	subcategory	subsubcategory	team	value1	value2	value3
2018-01-20	Georgia Tech	1	5	E	17	Konstantin Dmitrich Levin	Leo Tolstoy	King Lear	Literature	Long Fiction		UGA C	0	10	0
2018-01-20	Georgia Tech	1	5	E	18	Joseph	Gospel of Nicodemus	Harrowing of Hell	RMPSS	Religion		UGA A	10	10	10
2018-01-20	Georgia Tech	1	5	E	19	Mexico	La Malinche	Octavio Paz	Literature	Miscellaneous Lit		UGA A	10	10	10
2018-01-20	Georgia Tech	1	6	F	1	Rurik	Kiev	Hypatian Monastery	History	Continental European History (post-600 CE)		UGA B	0	10	0
2018-01-20	Georgia Tech	1	6	F	2	schwa	determiner	binary relation	RMPSS	Social Science		Kentucky A	10	10	0
2018-01-20	Georgia Tech	1	6	F	3	parallel keys	enharmonic	voice leading	Arts	Music		UGA B	0	0	0
2018-01-20	Georgia Tech	1	6	F	4	“Dejection: An Ode”	Samuel Taylor Coleridge	fancy	Literature	Non-Epic Poetry		Kentucky A	0	10	0
2018-01-20	Georgia Tech	1	6	F	5	ninjas	Republic of the Congo	gold mining	History	Other History		UGA B	10	0	0
2018-01-20	Georgia Tech	1	6	F	6	tafsir	Abbasid Caliphate	sunnah	RMPSS	Religion		UGA B	0	10	0
2018-01-20	Georgia Tech	1	6	F	7	rigid rotor	angular momentum	selection rules	Science	Physics		Kentucky A	0	10	10
2018-01-20	Georgia Tech	1	6	F	8	Sur	Rabindranath Tagore	Thomas Edward Lawrence	Literature	Miscellaneous Lit		Kentucky A	0	10	0
2018-01-20	Georgia Tech	1	6	F	9	Tajikistan	Amu Darya	Aral Sea	Other	Geography		Kentucky A	0	0	10
2018-01-20	Georgia Tech	1	6	F	10	poly(A) tail	mRNA	guanine and uracil	Science	Biology		Kentucky A	10	10	10
2018-01-20	Georgia Tech	1	6	F	11	Freyja	Óðr	Frigg	RMPSS	Mythology		Kentucky A	0	0	10
2018-01-20	Georgia Tech	1	6	F	12	Ornette Coleman	Broadway	New York City	Arts	Other Art	Jazz	Kentucky A	0	10	10
2018-01-20	Georgia Tech	1	6	F	13	The Raj	Corn Laws	Richard Cobden	History	British, Canadian, Australian, New Zealand History		Kentucky A	0	10	0
2018-01-20	Georgia Tech	1	6	F	14	Dadaism	Ellsworth Kelly	Cologne Cathedral	Arts	Painting/Sculpture		UGA B	10	0	0
2018-01-20	Georgia Tech	1	6	F	15	The New York Trilogy	Don Quixote	The Locked Room	Literature	Long Fiction		Kentucky A	0	10	0
2018-01-20	Georgia Tech	1	6	F	16	On the Sublime	Plato	sophists	RMPSS	Philosophy		UGA B	0	10	10
2018-01-20	Georgia Tech	1	6	F	17	resonance structures	benzene	allyl group	Science	Chemistry		Kentucky A	10	10	0
2018-01-20	Georgia Tech	1	6	F	18	Lynn Nottage	Pennsylvania	Troy Maxson	Literature	Drama		Kentucky A	0	10	0
2018-01-20	Georgia Tech	1	7	G	1	the reader	Jane Eyre	St. John Eyre Rivers	Literature	Long Fiction		Auburn B	0	10	0
2018-01-20	Georgia Tech	1	7	G	2	electron holes	positrons	spin–charge separation	Science	Physics		USC	0	10	0
2018-01-20	Georgia Tech	1	7	G	3	cotton	Massachusetts	Mexico	History	US History		Auburn B	10	0	0
2018-01-20	Georgia Tech	1	7	G	4	carbon nanotubes	Raman spectroscopy	pi–pi stacking	Science	Chemistry		USC	10	0	0
2018-01-20	Georgia Tech	1	7	G	5	Dreamtime	Aborigines	crocodile	RMPSS	Mythology		USC	10	10	0
2018-01-20	Georgia Tech	1	7	G	6	coal	Jean Jaurès	Georges Clemenceau	History	Continental European History (post-600 CE)		USC	10	0	0
2018-01-20	Georgia Tech	1	7	G	7	Cannery Row	John Steinbeck	frogs	Literature	Long Fiction		USC	0	10	0
2018-01-20	Georgia Tech	1	7	G	8	Sun Wukong	Dragon Ball	Titans	Other	Trash		USC	0	10	10
2018-01-20	Georgia Tech	1	7	G	9	pianoforte	three	Jan Ladislav Dussek	Arts	Music		USC	10	0	0
2018-01-20	Georgia Tech	1	7	G	10	nikah al-mut‘ah	Twelverism	hadith	RMPSS	Religion		USC	0	10	10
2018-01-20	Georgia Tech	1	7	G	11	Pahlavi script	Kingdom of Thailand	Ashoka the Great	History	Other History		Auburn B	0	0	10
2018-01-20	Georgia Tech	1	7	G	12	climax communities	wildfire	chronosequences	Science	Biology		Auburn B	0	10	0
2018-01-20	Georgia Tech	1	7	G	13	Maria	Leonard Bernstein	Lin-Manuel Miranda	Arts	Other Art	Other Visual	USC	0	0	0
2018-01-20	Georgia Tech	1	7	G	14	Bruno Schulz	Jonathan Safran Foer	Franz Kafka	Literature	Short Fiction		USC	0	10	10
2018-01-20	Georgia Tech	1	7	G	15	welfare economics	Arrow’s impossibility theorem	Amartya Sen	RMPSS	Social Science		USC	0	10	0
2018-01-20	Georgia Tech	1	8	H	1	Rhapsody in Blue	George Gershwin	“The Man I Love”	Arts	Music		UGA A	10	10	0
2018-01-20	Georgia Tech	1	8	H	2	Emilio Aguinaldo	Spain	Hong Kong	History	Other History		USC	0	10	0
2018-01-20	Georgia Tech	1	8	H	3	Westward the Course of Empire Takes Its Way	George Washington	William Penn	Arts	Painting/Sculpture		USC	0	10	0
2018-01-20	Georgia Tech	1	8	H	4	Wallenberg family	Saab AB	Sweden	History	Continental European History (post-600 CE)		USC	0	0	10
2018-01-20	Georgia Tech	1	8	H	5	Stefan Zweig	World War I	Erich Maria Remarque	Literature	Long Fiction		UGA A	0	10	10
2018-01-20	Georgia Tech	1	8	H	6	diapirs	atolls	guyots	Science	Other Science	Earth Science	UGA A	0	10	0
2018-01-20	Georgia Tech	1	8	H	7	dramatic monologue	Robert Browning	“The Bishop Orders His Tomb at Saint Praxed’s Church”	Literature	Non-Epic Poetry		USC	0	10	0
2018-01-20	Georgia Tech	1	8	H	8	Tigris River AND Euphrates River	Enlil OR Ninlil	the Moon	RMPSS	Mythology		UGA A	0	0	10
2018-01-20	Georgia Tech	1	8	H	9	human rights	Karl Marx	Samuel Moyn	RMPSS	Social Science		UGA A	10	0	0
2018-01-20	Georgia Tech	1	8	H	10	Compton scattering	wavelength	coincidence	Science	Physics		USC	0	0	0
2018-01-20	Georgia Tech	1	8	H	11	Cao Dai	Holy See	buddhas	RMPSS	Religion		UGA A	10	10	0
2018-01-20	Georgia Tech	1	8	H	12	Innocent Eréndira	Gabriel García Márquez	Colonel Aureliano Buendía	Literature	Short Fiction		USC	0	10	10
2018-01-20	Georgia Tech	1	8	H	13	polymer branching	rubber	graft copolymers	Science	Chemistry		UGA A	10	10	0
2018-01-20	Georgia Tech	1	9	I	1	Shanghai	Battle of Stalingrad	USS Panay	History	Other History		Clemson A	0	0	0
2018-01-20	Georgia Tech	1	9	I	2	reliquary	kings of France	Basilica of St. Denis	RMPSS	Religion		Clemson A	0	0	0
2018-01-20	Georgia Tech	1	9	I	3	tautomerism	glucose	enamine	Science	Chemistry		Clemson A	0	10	0
2018-01-20	Georgia Tech	1	9	I	4	George Eliot	Anthony Trollope	Thomas Hardy	Literature	Long Fiction		Clemson A	0	0	0
2018-01-20	Georgia Tech	1	9	I	5	neutrophil	bone marrow	myeloid derived suppressor cells	Science	Biology		Auburn B	0	10	0
2018-01-20	Georgia Tech	1	9	I	6	Bast	aegis	Hathor	RMPSS	Mythology		Auburn B	0	10	0
2018-01-20	Georgia Tech	1	9	I	7	Quinta del Sordo	Francisco Goya	an asylum	Arts	Painting/Sculpture		Clemson A	0	0	0
2018-01-20	Georgia Tech	1	9	I	8	Sicily	Hamilcar Barca	Battle of Cape Ecnomus	History	Continental or Near Eastern History (pre-600 CE)		Auburn B	10	0	0
2018-01-20	Georgia Tech	1	9	I	9	you	Apollo 8	Susan Brownmiller	Other	Other Academic		Clemson A	10	10	0
2018-01-20	Georgia Tech	1	9	I	10	Eugene Victor Debs	imprisonment	Norman Thomas	History	US History		Clemson A	0	10	0
2018-01-20	Georgia Tech	1	9	I	11	dream deferred	Langston Hughes	“Dig And Be Dug / In Return”	Literature	Non-Epic Poetry		Clemson A	0	10	0
2018-01-20	Georgia Tech	1	9	I	12	Ernani	Giuseppe Verdi	Jerusalem	Arts	Other Art	Opera	Clemson A	0	10	0
2018-01-20	Georgia Tech	1	9	I	13	Étienne Bonnot de Condillac	animals	history	RMPSS	Philosophy		Clemson A	0	10	0
2018-01-20	Georgia Tech	1	10	J	1	Surrealism	Guillaume Apollinaire	Aimé Césaire	Literature	Non-Epic Poetry		UGA C	0	0	0
2018-01-20	Georgia Tech	1	10	J	2	Adolphe Sax	trumpet	“Chet” Baker	Arts	Other Art	Jazz	UGA C	0	10	0
2018-01-20	Georgia Tech	1	10	J	3	color vision	translating the Rosetta Stone	phonetic alphabet	Other	Other Academic		UGA C	10	10	10
2018-01-20	Georgia Tech	1	10	J	4	Brahma AND Vishnu	Nüwa	she spoke first	RMPSS	Mythology		UGA C	10	0	0
2018-01-20	Georgia Tech	1	10	J	5	history from below	people’s history	Canada	History	Historiography and Archaeology		Auburn B	0	10	10
2018-01-20	Georgia Tech	1	10	J	6	quadrupole	Wolfgang Paul	radio frequency	Science	Physics		UGA C	0	0	10
2018-01-20	Georgia Tech	1	10	J	7	risk	expected utility theory	stocks	RMPSS	Social Science		UGA C	0	0	10
2018-01-20	Georgia Tech	1	10	J	8	The Heart is a Lonely Hunter	Southern Gothic	Ellen Glasgow	Literature	Long Fiction		UGA C	0	10	0
2018-01-20	Georgia Tech	1	10	J	9	prime numbers	public key	multiplicative inverses	Science	Other Science	Computer Science	Auburn B	10	0	10
2018-01-20	Georgia Tech	1	10	J	10	Do-Nothing Congress	Taft–Hartley Act	term limits	History	US History		Auburn B	0	0	10
2018-01-20	Georgia Tech	1	10	J	11	Georges Simenon	Agatha Christie	French Riviera	Literature	Long Fiction		Auburn B	0	10	0
2018-01-20	Georgia Tech	1	10	J	12	radio broadcasting	soda	X-rays	History	Continental European History (post-600 CE)		Auburn B	0	10	0
2018-01-20	Georgia Tech	1	10	J	13	Cleanth Brooks	Robert Penn Warren	Thomas Wolfe	Literature	Miscellaneous Lit		Auburn B	0	0	0
2018-01-20	Georgia Tech	1	10	J	14	Willard Van Orman Quine	empiricism	Rudolf Carnap	RMPSS	Philosophy		UGA C	0	0	0
2018-01-20	Georgia Tech	1	10	J	15	Sergei Rachmaninoff	elegy	9/11	Arts	Music		UGA C	10	0	10
2018-01-20	Georgia Tech	1	11	K	1	lift	angle of attack	camber	Science	Physics		USC	10	0	0
2018-01-20	Georgia Tech	1	11	K	2	The World According to Garp	John Irving	Vienna	Literature	Long Fiction		USC	0	10	0
2018-01-20	Georgia Tech	1	11	K	3	Babylon	sixty	Seleucid Empire	History	Continental or Near Eastern History (pre-600 CE)		USC	10	10	0
2018-01-20	Georgia Tech	1	11	K	4	Divan	Johann Wolfgang von Goethe	Ralph Waldo Emerson	Literature	Non-Epic Poetry		UGA C	0	0	0
2018-01-20	Georgia Tech	1	11	K	5	Palace of Fontainebleau	Benvenuto Cellini	a stag	Arts	Painting/Sculpture		USC	0	0	0
2018-01-20	Georgia Tech	1	11	K	6	ecosystem engineers	keystone species	biodiversity	Science	Biology		USC	0	0	0
2018-01-20	Georgia Tech	1	11	K	7	Elisabeth of Bavaria	Rudolf	Franz Ferdinand Karl Ludwig Joseph Maria	History	Continental European History (post-600 CE)		UGA C	0	0	10
2018-01-20	Georgia Tech	1	11	K	8	Mandaeism	John the Baptist	Gnostic religions	RMPSS	Religion		USC	0	10	10
2018-01-20	Georgia Tech	1	11	K	9	preludes	Johann Sebastian Bach	Inventions and Sinfonias	Arts	Music		USC	0	10	0
2018-01-20	Georgia Tech	1	11	K	10	“The Unreality of Time”	G. E. Moore	common sense	RMPSS	Philosophy		USC	0	0	10
2018-01-20	Georgia Tech	1	11	K	11	Baeyer–Villiger oxidation	ozone	Newman projection	Science	Chemistry		UGA C	0	10	10
2018-01-20	Georgia Tech	1	11	K	12	pyroxenes	basalt	monoclinic AND orthorhombic	Science	Other Science	Earth Science	USC	0	10	0
2018-01-20	Georgia Tech	1	11	K	13	mushrooms	atomic bomb	human development	RMPSS	Social Science		USC	0	10	10
2018-01-20	Georgia Tech	1	11	K	14	Fascist Italy	Umberto Eco	Quo Vadis?	Literature	Long Fiction		USC	0	10	0
2018-01-20	Georgia Tech	1	11	K	15	Southeast Asia	Burma	Chittagong Hill Tracts	History	Other History		USC	0	0	0
2018-01-20	Georgia Tech	1	11	K	16	Psycho	Diane Arbus	The Empire of Light	Arts	Other Art	Other Visual	USC	10	0	0
2018-01-20	Georgia Tech	1	11	K	17	owls	Panchatantra	Athena	RMPSS	Mythology		USC	0	0	10
2018-01-20	Georgia Tech	1	11	K	18	Strom Thurmond	Byrd	Richard Russell	History	US History		USC	10	0	0
2018-01-20	Georgia Tech	1	11	K	19	Albrecht von Wallenstein	Friedrich von Schiller	Letters on the Aesthetic Education of Man	Literature	Miscellaneous Lit		USC	0	10	0
2018-01-20	Georgia Tech	2	1	A	1	Desert Solitaire	Ancestral Puebloans	Aldo Leopold	Literature	Miscellaneous Lit		Clemson A	0	0	0
2018-01-20	Georgia Tech	2	1	A	2	In the Steppes of Central Asia	violin	Tamara	Arts	Music		UGA A	10	0	0
2018-01-20	Georgia Tech	2	1	A	3	culture-bound or culture-specific syndrome	koro	eating disorders	RMPSS	Social Science		UGA A	10	0	0
2018-01-20	Georgia Tech	2	1	A	4	divide-and-conquer algorithms	matrix multiplication	log-base-2 of 7	Science	Other Science	Computer Science	UGA A	10	0	0
2018-01-20	Georgia Tech	2	1	A	5	Crown Heights Riots	Rudy Giuliani	Daniel Patrick Moynihan	History	US History		UGA A	10	10	0
2018-01-20	Georgia Tech	2	1	A	6	octopus or octopi	Immanuel Kant	Diogenes the Cynic	RMPSS	Philosophy		Clemson A	10	0	0
2018-01-20	Georgia Tech	2	1	A	7	Great Mosque of Djenné	adobe	Iran	Arts	Other Art	Architecture	UGA A	10	10	10
2018-01-20	Georgia Tech	2	1	A	8	Pankhurst	World War I	dreadnoughts	History	British, Canadian, Australian, New Zealand History		Clemson A	10	0	0
2018-01-20	Georgia Tech	2	1	A	9	beta-propeller	helix	green fluorescence protein	Science	Biology		UGA A	10	0	0
2018-01-20	Georgia Tech	2	1	A	10	Doris Lessing	Thomas Pynchon	Oryx and Crake	Literature	Long Fiction		UGA A	10	10	0
2018-01-20	Georgia Tech	2	1	A	11	Iberian peninsula	Toledo	Francisco Jiménez de Cisneros	History	Continental European History (post-600 CE)		UGA A	10	0	0
2018-01-20	Georgia Tech	2	1	A	12	Heracles	Stymphalian birds	Arcadia	RMPSS	Mythology		UGA A	0	0	0
2018-01-20	Georgia Tech	2	1	A	13	the rural purge	M*A*S*H	“The Revolution Will Not Be Televised”	Other	Trash		UGA A	10	10	0
2018-01-20	Georgia Tech	2	1	A	14	silver nanoparticles	silver mirror	citrate	Science	Chemistry		Clemson A	10	0	0
2018-01-20	Georgia Tech	2	1	A	15	Voltaire	portrait bust	écorché	Arts	Painting/Sculpture		UGA A	10	10	0
2018-01-20	Georgia Tech	2	1	A	16	The Luminaries	Wilkie Collins	opium	Literature	Long Fiction		UGA A	10	10	0
2018-01-20	Georgia Tech	2	1	A	17	Astana	Kazakhstan	Nursultan Nazarbayev	History	Other History		UGA A	10	0	0
2018-01-20	Georgia Tech	2	1	A	18	Noah	Behemoth	Ethiopian Orthodox Church	RMPSS	Religion		UGA A	10	0	0
2018-01-20	Georgia Tech	2	2	B	1	phase transitions	topological phases	David James Thouless	Science	Physics		UGA C	0	0	0
2018-01-20	Georgia Tech	2	2	B	2	Constantinople	Baldwin	Asen dynasty	History	Continental European History (post-600 CE)		Clemson A	0	10	0
2018-01-20	Georgia Tech	2	2	B	3	golden apples	Paris	Tír na nÓg	RMPSS	Mythology		UGA C	10	10	10
2018-01-20	Georgia Tech	2	2	B	4	perfect numbers	Mersenne primes	aliquot sequence	Science	Other Science	Math	UGA C	0	0	10
2018-01-20	Georgia Tech	2	2	B	5	Stalwarts	James A. Garfield	Oneida Community	History	US History		Clemson A	10	0	0
2018-01-20	Georgia Tech	2	2	B	6	Czesław Miłosz	poems	the end of the world	Literature	Non-Epic Poetry		UGA C	0	0	0
2018-01-20	Georgia Tech	2	2	B	7	Holika	bhakti	Kama	RMPSS	Religion		UGA C	0	0	0
2018-01-20	Georgia Tech	2	2	B	8	piano concerto	Maurice Ravel	Piano Concerto No. 3 by Sergei Prokofiev	Arts	Music		Clemson A	0	10	0
2018-01-20	Georgia Tech	2	2	B	9	Call It Sleep	Portnoy’s Complaint	Roth	Literature	Long Fiction		UGA C	0	10	0
2018-01-20	Georgia Tech	2	2	B	10	boogie-woogie	Piet Mondrian	Bridget Riley	Arts	Painting/Sculpture		UGA C	0	0	0
2018-01-20	Georgia Tech	2	2	B	11	oration	Athens	Mary Renault	Literature	Miscellaneous Lit		UGA C	0	10	0
2018-01-20	Georgia Tech	2	2	B	12	Sea Peoples	Herodotus	Suppiluliuma	History	Continental or Near Eastern History (pre-600 CE)		UGA C	10	0	0
2018-01-20	Georgia Tech	2	2	B	13	“Maman died today”	The Stranger	Nervous Conditions	Literature	Long Fiction		Clemson A	10	10	0
2018-01-20	Georgia Tech	2	3	C	1	Vincenzo Bellini	Romeo and Juliet	Il Pirata	Arts	Other Art	Opera	Alabama	0	0	10
2018-01-20	Georgia Tech	2	3	C	2	gibberellins	rice	20	Science	Biology		Alabama	0	0	10
2018-01-20	Georgia Tech	2	3	C	3	Faraday Future	Gigafactory	Andrew Cuomo	Other	Current Events		Alabama	10	0	0
2018-01-20	Georgia Tech	2	3	C	4	Roger Mortimer, 1st Earl of March	Hundred Years’ War	Battle of Bannockburn	History	British, Canadian, Australian, New Zealand History		Alabama	0	10	10
2018-01-20	Georgia Tech	2	3	C	5	Antonio Machado	Ruben Dario	evil	Literature	Non-Epic Poetry		Auburn B	0	10	0
2018-01-20	Georgia Tech	2	3	C	6	The Calculus of Consent: Logical Foundations of Constitutional Democracy	public choice theory	Virginia	RMPSS	Social Science		Alabama	0	10	0
2018-01-20	Georgia Tech	2	3	C	7	density matrix	Liouville’s theorem	entropy	Science	Physics		Auburn B	0	0	0
2018-01-20	Georgia Tech	2	3	C	8	Burgundy	John the Fearless	Feast of the Pheasant	History	Continental European History (post-600 CE)		Alabama	0	10	0
2018-01-20	Georgia Tech	2	3	C	9	James Baldwin’s father	Native Son	preacher	Literature	Miscellaneous Lit		Alabama	0	0	10
2018-01-20	Georgia Tech	2	3	C	10	apples OR acorns	René Descartes	Philosophical Investigations	RMPSS	Philosophy		Alabama	10	0	0
2018-01-20	Georgia Tech	2	4	D	1	“The Star-Apple Kingdom”	Derek Walcott	Africa	Literature	Non-Epic Poetry		Auburn A	0	10	10
2018-01-20	Georgia Tech	2	4	D	2	Nidhogg	dragon	Gesta Danorum	RMPSS	Mythology		Auburn A	0	0	0
2018-01-20	Georgia Tech	2	4	D	3	titration	back titration	saponification	Science	Chemistry		Auburn A	10	0	0
2018-01-20	Georgia Tech	2	4	D	4	Stations of the Cross	garden	Simon of Cyrene	RMPSS	Religion		Auburn A	0	0	0
2018-01-20	Georgia Tech	2	4	D	5	condottieri	House of Sforza	white	History	Continental European History (post-600 CE)		UGA C	0	0	0
2018-01-20	Georgia Tech	2	4	D	6	Paul Gauguin	Tahiti	Olympia	Arts	Painting/Sculpture		Auburn A	0	10	10
2018-01-20	Georgia Tech	2	4	D	7	Kobo Abe	Nora Ephron	Alan Ayckbourn	Literature	Drama		Auburn A	0	0	0
2018-01-20	Georgia Tech	2	4	D	8	distance	Hamming code	parity	Science	Other Science	Computer Science	UGA C	0	0	0
2018-01-20	Georgia Tech	2	4	D	9	tribune	Clodius Pulcher	Tigranes	History	Continental or Near Eastern History (pre-600 CE)		Auburn A	10	0	0
2018-01-20	Georgia Tech	2	4	D	10	The Nose	Dmitri Shostakovich	Wozzeck	Arts	Other Art	Opera	Auburn A	10	10	0
2018-01-20	Georgia Tech	2	4	D	11	“Winter Dreams”	F. Scott Fitzgerald	Babylon	Literature	Short Fiction		Auburn A	0	0	10
2018-01-20	Georgia Tech	2	4	D	12	Hulagu Khan	mamluks	chivalry	History	Other History		Auburn A	0	10	0
2018-01-20	Georgia Tech	2	4	D	13	frequency	supersymmetric theories	all over 2	Science	Physics		UGA C	0	10	0
2018-01-20	Georgia Tech	2	4	D	14	externalism	Hilary Putnam	John Dewey	RMPSS	Philosophy		UGA C	0	0	0
2018-01-20	Georgia Tech	2	4	D	15	John C. Fremont	“Kit” Carson	Bozeman Trail	History	US History		UGA C	0	10	0
2018-01-20	Georgia Tech	2	4	D	16	Kazuo Ishiguro	solar eclipse	Jurgen, A Comedy of Justice	Literature	Long Fiction		Auburn A	10	10	0
2018-01-20	Georgia Tech	2	4	D	17	potassium	ATP	leak channels	Science	Biology		Auburn A	10	0	0
2018-01-20	Georgia Tech	2	5	E	1	Kurt Lewin	behavior	valence	RMPSS	Social Science		Alabama	0	10	0
2018-01-20	Georgia Tech	2	5	E	2	Diomedes	Bellerophontes	Aeneas	RMPSS	Mythology		Alabama	0	10	0
2018-01-20	Georgia Tech	2	5	E	3	mass spectrometry	trifluoroacetic acid	bromine	Science	Chemistry		UGA B	10	0	10
2018-01-20	Georgia Tech	2	5	E	4	Dulness	Alexander Pope	“MacFlecknoe”	Literature	Non-Epic Poetry		Alabama	0	10	0
2018-01-20	Georgia Tech	2	5	E	5	canonical ensemble	Ludwig Eduard Boltzmann	total energy	Science	Physics		UGA B	0	10	0
2018-01-20	Georgia Tech	2	5	E	6	Camillo Benso, Count of Cavour	trasformismo	Paris Peace Conference	History	Continental European History (post-600 CE)		UGA B	0	0	10
2018-01-20	Georgia Tech	2	5	E	7	Lucas Cranach the Elder	hunting	melancholy	Arts	Painting/Sculpture		UGA B	0	0	10
2018-01-20	Georgia Tech	2	5	E	8	Challenger disaster	Richard Feynman	Peggy Noonan	History	US History		UGA B	10	10	0
2018-01-20	Georgia Tech	2	5	E	9	Amarcord	8½	Italy	Arts	Other Art	Film	UGA B	0	0	10
2018-01-20	Georgia Tech	2	5	E	10	animals	Disgrace	J. M. Coetzee	Literature	Long Fiction		UGA B	0	0	10
2018-01-20	Georgia Tech	2	5	E	11	hydrophobicity	serine	oxyanion hole	Science	Biology		UGA B	10	0	0
2018-01-20	Georgia Tech	2	5	E	12	a dog barking	Run the Jewels	Mario Paint	Other	Trash		UGA B	10	10	0
2018-01-20	Georgia Tech	2	5	E	13	Kangxi Emperor	Jesuit Order	British East India Company	History	Other History		UGA B	0	10	0
2018-01-20	Georgia Tech	2	5	E	14	clarinet	cello	glass harmonica	Arts	Music		UGA B	10	10	10
2018-01-20	Georgia Tech	2	5	E	15	Gottfried Leibniz	theodicy	Saint Irenaeus	RMPSS	Philosophy		UGA B	10	0	0
2018-01-20	Georgia Tech	2	5	E	16	Nice model	one-to-two	Kuiper belt	Science	Other Science	Astronomy	Alabama	0	0	10
2018-01-20	Georgia Tech	2	5	E	17	Konstantin Dmitrich Levin	Leo Tolstoy	King Lear	Literature	Long Fiction		Alabama	0	10	0
2018-01-20	Georgia Tech	2	5	E	18	Joseph	Gospel of Nicodemus	Harrowing of Hell	RMPSS	Religion		Alabama	0	10	0
2018-01-20	Georgia Tech	2	5	E	19	Mexico	La Malinche	Octavio Paz	Literature	Miscellaneous Lit		UGA B	0	0	10
2018-01-20	Georgia Tech	2	5	E	20	Jean Chrétien	Queen Elizabeth II	Pierre Trudeau	History	British, Canadian, Australian, New Zealand History		UGA B	0	0	10
2018-01-20	Georgia Tech	2	6	F	1	Rurik	Kiev	Hypatian Monastery	History	Continental European History (post-600 CE)		Alabama	0	10	0
2018-01-20	Georgia Tech	2	6	F	2	schwa	determiner	binary relation	RMPSS	Social Science		Alabama	0	0	10
2018-01-20	Georgia Tech	2	6	F	3	parallel keys	enharmonic	voice leading	Arts	Music		Alabama	0	10	0
2018-01-20	Georgia Tech	2	6	F	4	“Dejection: An Ode”	Samuel Taylor Coleridge	fancy	Literature	Non-Epic Poetry		USC	0	10	0
2018-01-20	Georgia Tech	2	6	F	5	ninjas	Republic of the Congo	gold mining	History	Other History		Alabama	10	0	0
2018-01-20	Georgia Tech	2	6	F	6	tafsir	Abbasid Caliphate	sunnah	RMPSS	Religion		USC	0	10	10
2018-01-20	Georgia Tech	2	6	F	7	rigid rotor	angular momentum	selection rules	Science	Physics		USC	0	10	0
2018-01-20	Georgia Tech	2	6	F	8	Sur	Rabindranath Tagore	Thomas Edward Lawrence	Literature	Miscellaneous Lit		Alabama	0	0	10
2018-01-20	Georgia Tech	2	6	F	9	Tajikistan	Amu Darya	Aral Sea	Other	Geography		Alabama	0	0	10
2018-01-20	Georgia Tech	2	6	F	10	poly(A) tail	mRNA	guanine and uracil	Science	Biology		Alabama	0	0	10
2018-01-20	Georgia Tech	2	6	F	11	Freyja	Óðr	Frigg	RMPSS	Mythology		USC	0	10	0
2018-01-20	Georgia Tech	2	6	F	12	Ornette Coleman	Broadway	New York City	Arts	Other Art	Jazz	USC	10	0	0
2018-01-20	Georgia Tech	2	6	F	13	The Raj	Corn Laws	Richard Cobden	History	British, Canadian, Australian, New Zealand History		Alabama	0	10	0
2018-01-20	Georgia Tech	2	6	F	14	Dadaism	Ellsworth Kelly	Cologne Cathedral	Arts	Painting/Sculpture		Alabama	0	10	0
2018-01-20	Georgia Tech	2	6	F	15	The New York Trilogy	Don Quixote	The Locked Room	Literature	Long Fiction		USC	0	10	0
2018-01-20	Georgia Tech	2	6	F	16	On the Sublime	Plato	sophists	RMPSS	Philosophy		USC	0	0	0
2018-01-20	Georgia Tech	2	6	F	17	resonance structures	benzene	allyl group	Science	Chemistry		USC	10	0	0
2018-01-20	Georgia Tech	2	7	G	1	the reader	Jane Eyre	St. John Eyre Rivers	Literature	Long Fiction		Kentucky B	0	10	0
2018-01-20	Georgia Tech	2	7	G	2	electron holes	positrons	spin–charge separation	Science	Physics		Auburn A	0	10	0
2018-01-20	Georgia Tech	2	7	G	3	cotton	Massachusetts	Mexico	History	US History		Auburn A	10	0	0
2018-01-20	Georgia Tech	2	7	G	4	carbon nanotubes	Raman spectroscopy	pi–pi stacking	Science	Chemistry		Auburn A	10	0	0
2018-01-20	Georgia Tech	2	7	G	5	Dreamtime	Aborigines	crocodile	RMPSS	Mythology		Auburn A	0	10	0
2018-01-20	Georgia Tech	2	7	G	6	coal	Jean Jaurès	Georges Clemenceau	History	Continental European History (post-600 CE)		Auburn A	0	10	0
2018-01-20	Georgia Tech	2	7	G	7	Cannery Row	John Steinbeck	frogs	Literature	Long Fiction		Kentucky B	0	10	10
2018-01-20	Georgia Tech	2	7	G	8	Sun Wukong	Dragon Ball	Titans	Other	Trash		Auburn A	10	0	0
2018-01-20	Georgia Tech	2	7	G	9	pianoforte	three	Jan Ladislav Dussek	Arts	Music		Auburn A	0	10	10
2018-01-20	Georgia Tech	2	7	G	10	nikah al-mut‘ah	Twelverism	hadith	RMPSS	Religion		Auburn A	0	10	10
2018-01-20	Georgia Tech	2	7	G	11	Pahlavi script	Kingdom of Thailand	Ashoka the Great	History	Other History		Auburn A	10	10	0
2018-01-20	Georgia Tech	2	7	G	12	climax communities	wildfire	chronosequences	Science	Biology		Auburn A	0	0	10
2018-01-20	Georgia Tech	2	7	G	13	Maria	Leonard Bernstein	Lin-Manuel Miranda	Arts	Other Art	Other Visual	Auburn A	0	0	10
2018-01-20	Georgia Tech	2	7	G	14	Bruno Schulz	Jonathan Safran Foer	Franz Kafka	Literature	Short Fiction		Auburn A	0	10	0
2018-01-20	Georgia Tech	2	7	G	15	welfare economics	Arrow’s impossibility theorem	Amartya Sen	RMPSS	Social Science		Auburn A	0	10	10
